Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Steven Adams,C,26,OKC,63,63,26.7,4.5,7.6,0.0,0.0,4.5,7.5,1.9,3.2,3.3,6.0,9.3,2.3,0.8,1.1,1.5,1.9,10.9
Bam Adebayo,PF,22,MIA,72,72,33.6,6.1,11.0,0.0,0.2,6.1,10.8,3.7,5.3,2.4,7.8,10.2,5.1,1.1,1.3,2.8,2.5,15.9
LaMarcus Aldridge,C,34,SAS,53,53,33.1,7.4,15.0,1.2,3.0,6.2,12.0,3.0,3.6,1.9,5.5,7.4,2.4,0.7,1.6,1.4,2.4,18.9
Kyle Alexander,C,23,MIA,2,0,6.5,0.5,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0
Nickeil Alexander-Walker,SG,21,NOP,47,1,12.6,2.1,5.7,1.0,2.8,1.1,2.8,0.5,0.8,0.2,1.6,1.8,1.9,0.4,0.2,1.1,1.2,5.7
Grayson Allen,SG,24,MEM,38,0,18.9,3.1,6.6,1.5,3.7,1.6,2.9,1.0,1.2,0.2,2.0,2.2,1.4,0.3,0.1,0.9,1.4,8.7
Jarrett Allen,C,21,BRK,70,64,26.5,4.3,6.6,0.0,0.1,4.3,6.6,2.4,3.9,3.1,6.5,9.6,1.6,0.6,1.3,1.1,2.3,11.1
Kadeem Allen,PG,27,NYK,10,0,11.7,1.9,4.4,0.5,1.6,1.4,2.8,0.7,1.1,0.2,0.7,0.9,2.1,0.5,0.2,0.8,0.7,5.0
Al-Farouq Aminu,PF,29,ORL,18,2,21.1,1.4,4.8,0.5,2.0,0.9,2.8,1.1,1.6,1.3,3.5,4.8,1.2,1.0,0.4,0.9,1.5,4.3
Justin Anderson,SG,26,BRK,10,1,10.7,1.0,3.8,0.6,2.9,0.4,0.9,0.2,0.4,0.1,2.0,2.1,0.8,0.0,0.6,0.4,1.3,2.8
Kyle Anderson,SF,26,MEM,67,28,19.9,2.3,4.9,0.4,1.3,2.0,3.7,0.8,1.2,0.9,3.4,4.3,2.4,0.8,0.6,1.0,1.7,5.8
Ryan Anderson,C,31,HOU,2,0,7.0,1.0,3.5,0.5,2.5,0.5,1.0,0.0,0.0,0.0,3.5,3.5,1.0,0.5,0.0,0.5,0.5,2.5
Giannis Antetokounmpo,PF,25,MIL,63,63,30.4,10.9,19.7,1.4,4.7,9.5,15.0,6.3,10.0,2.2,11.4,13.6,5.6,1.0,1.0,3.7,3.1,29.5
Kostas Antetokounmpo,PF,22,LAL,5,0,4.0,0.6,0.6,0.0,0.0,0.6,0.6,0.2,0.4,0.4,0.2,0.6,0.4,0.0,0.0,0.2,0.4,1.4
Thanasis Antetokounmpo,SF,27,MIL,20,2,6.5,1.2,2.4,0.0,0.5,1.2,1.9,0.4,0.9,0.6,0.6,1.2,0.8,0.4,0.1,0.6,0.9,2.8
Carmelo Anthony,PF,35,POR,58,58,32.8,5.8,13.5,1.5,3.9,4.3,9.6,2.3,2.8,1.2,5.1,6.3,1.5,0.8,0.5,1.7,2.9,15.4
OG Anunoby,SF,22,TOR,69,68,29.9,4.1,8.2,1.3,3.3,2.9,4.9,1.0,1.5,1.2,4.1,5.3,1.6,1.4,0.7,1.1,2.4,10.6
Ryan Arcidiacono,PG,25,CHI,58,4,16.0,1.6,3.8,0.9,2.4,0.6,1.4,0.5,0.7,0.3,1.6,1.9,1.7,0.5,0.1,0.6,1.7,4.5
Trevor Ariza,SF,34,TOT,53,21,28.2,2.7,6.1,1.5,3.9,1.2,2.2,1.2,1.4,0.6,4.0,4.6,1.7,1.3,0.3,1.1,2.1,8.0
Trevor Ariza,SF,34,SAC,32,0,24.7,2.0,5.2,1.3,3.8,0.7,1.3,0.7,0.8,0.7,3.9,4.6,1.6,1.1,0.2,0.9,2.0,6.0
Trevor Ariza,SF,34,POR,21,21,33.4,3.7,7.6,1.6,4.0,2.1,3.5,2.0,2.2,0.6,4.1,4.8,2.0,1.6,0.4,1.3,2.3,11.0
D.J. Augustin,PG,32,ORL,57,13,24.9,3.2,8.1,1.2,3.5,2.0,4.6,2.8,3.2,0.4,1.8,2.1,4.6,0.6,0.0,1.5,1.3,10.5
Deandre Ayton,C,21,PHO,38,32,32.5,8.2,14.9,0.1,0.3,8.1,14.6,1.8,2.3,3.9,7.6,11.5,1.9,0.7,1.5,2.1,3.1,18.2
Dwayne Bacon,SG,24,CHO,39,11,17.6,2.2,6.3,0.5,1.7,1.7,4.5,0.9,1.4,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7
Marvin Bagley III,C,20,SAC,13,6,25.7,6.0,12.8,0.3,1.7,5.7,11.2,1.9,2.4,2.2,5.2,7.5,0.8,0.5,0.9,1.4,3.3,14.2
Lonzo Ball,PG,22,NOP,63,54,32.1,4.4,10.9,2.3,6.3,2.0,4.6,0.7,1.2,1.1,5.0,6.1,7.0,1.4,0.6,3.1,2.0,11.8
Mo Bamba,C,21,ORL,62,0,14.2,2.1,4.6,0.6,1.7,1.5,2.9,0.5,0.7,1.6,3.3,4.9,0.7,0.4,1.4,0.7,1.9,5.4
J.J. Barea,PG,35,DAL,29,6,15.5,2.9,7.1,1.1,2.9,1.8,4.2,0.7,0.8,0.3,1.5,1.8,3.9,0.2,0.1,1.3,0.9,7.7
Harrison Barnes,PF,27,SAC,72,72,34.5,5.1,11.0,1.4,3.7,3.7,7.3,3.0,3.7,1.1,3.9,4.9,2.2,0.6,0.2,1.2,1.3,14.5
RJ Barrett,SG,19,NYK,56,55,30.4,5.2,13.0,1.1,3.5,4.1,9.5,2.8,4.5,0.9,4.1,5.0,2.6,1.0,0.3,2.2,2.2,14.3
Will Barton,SF,29,DEN,58,58,33.0,5.7,12.7,1.9,5.0,3.9,7.8,1.8,2.3,1.3,5.0,6.3,3.7,1.1,0.5,1.5,2.1,15.1
Keita Bates-Diop,PF,24,MIN,37,0,17.5,2.4,5.6,0.8,2.5,1.5,3.0,1.2,1.8,0.6,2.4,3.0,0.8,0.5,0.5,0.4,1.0,6.8
Keita Bates-Diop,SF,24,DEN,7,0,14.0,1.9,4.0,0.4,1.3,1.4,2.7,1.1,1.4,0.6,1.9,2.4,0.0,0.3,0.6,0.4,1.0,5.3
Nicolas Batum,SF,31,CHO,22,3,23.0,1.3,3.7,0.6,2.2,0.6,1.5,0.4,0.5,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6
Aron Baynes,C,33,PHO,42,28,22.2,4.4,9.1,1.4,4.0,3.0,5.1,1.3,1.8,1.7,4.0,5.6,1.6,0.2,0.5,1.2,3.4,11.5
Kent Bazemore,SF,30,TOT,68,21,24.8,2.9,7.9,1.2,3.6,1.7,4.3,1.7,2.2,0.4,3.9,4.3,1.4,1.1,0.6,1.3,2.9,8.8
Kent Bazemore,SF,30,POR,43,21,25.8,2.6,7.6,1.3,4.0,1.3,3.6,1.3,1.7,0.3,3.7,4.0,1.4,1.0,0.7,1.4,2.8,7.9
Kent Bazemore,SF,30,SAC,25,0,23.1,3.5,8.3,1.1,2.9,2.4,5.4,2.2,3.0,0.6,4.3,4.9,1.3,1.2,0.4,1.2,3.0,10.3
Darius Bazley,PF,19,OKC,61,9,18.5,2.0,5.2,0.8,2.3,1.2,2.9,0.7,1.0,0.5,3.5,4.0,0.7,0.4,0.7,0.7,0.9,5.6
Bradley Beal,SG,26,WAS,57,57,36.0,10.4,22.9,3.0,8.4,7.4,14.4,6.8,8.0,0.9,3.3,4.2,6.1,1.2,0.4,3.4,2.2,30.5
Malik Beasley,SG,23,TOT,55,14,22.0,4.1,9.7,1.9,5.0,2.2,4.7,1.0,1.2,0.3,2.4,2.7,1.4,0.7,0.1,1.0,1.4,11.2
Malik Beasley,SG,23,DEN,41,0,18.2,2.9,7.3,1.4,3.9,1.4,3.4,0.8,0.9,0.2,1.7,1.9,1.2,0.8,0.1,0.9,1.2,7.9
Malik Beasley,SG,23,MIN,14,14,33.1,7.9,16.6,3.5,8.2,4.4,8.4,1.5,2.0,0.6,4.4,5.1,1.9,0.6,0.1,1.5,1.9,20.7
Marco Belinelli,SG,33,SAS,57,0,15.5,2.2,5.5,1.2,3.1,1.0,2.4,0.8,1.0,0.1,1.6,1.7,1.2,0.2,0.0,0.3,0.8,6.3
Jordan Bell,C,25,TOT,29,0,8.8,1.2,2.3,0.1,0.4,1.1,1.9,0.7,1.1,1.0,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2
Jordan Bell,C,25,MIN,27,0,8.7,1.2,2.2,0.1,0.3,1.1,1.9,0.6,1.1,1.0,1.9,2.9,0.5,0.1,0.4,0.7,0.6,3.1
Jordan Bell,C,25,MEM,2,0,10.5,1.5,3.5,1.0,1.5,0.5,2.0,1.0,1.0,1.0,0.5,1.5,1.0,0.5,0.0,1.5,1.0,5.0
DeAndre' Bembry,SG,25,ATL,43,4,21.3,2.4,5.3,0.3,1.5,2.1,3.8,0.6,1.1,0.8,2.7,3.5,1.9,1.3,0.4,1.4,2.0,5.8
Dragan Bender,C,22,MIL,7,0,13.0,1.4,3.0,0.6,1.3,0.9,1.7,0.3,0.4,0.0,2.9,2.9,1.3,0.0,0.7,0.7,2.3,3.7
Dragan Bender,PF,22,GSW,9,3,21.7,3.4,7.9,1.2,3.8,2.2,4.1,0.9,1.2,1.8,4.1,5.9,2.1,0.4,0.4,1.8,2.9,9.0
Dāvis Bertāns,PF,27,WAS,54,4,29.3,4.9,11.3,3.7,8.7,1.2,2.6,1.9,2.3,0.6,3.9,4.5,1.7,0.7,0.6,1.1,2.6,15.4
Patrick Beverley,PG,31,LAC,51,50,26.3,2.9,6.7,1.6,4.0,1.3,2.6,0.6,0.9,1.1,4.1,5.2,3.6,1.1,0.5,1.3,3.1,7.9
Khem Birch,C,27,ORL,48,24,19.2,1.5,3.0,0.0,0.0,1.5,3.0,1.4,2.1,1.9,2.7,4.6,1.0,0.4,0.5,0.6,1.9,4.4
Goga Bitadze,C,20,IND,54,2,8.7,1.3,2.8,0.1,0.8,1.1,2.0,0.4,0.6,0.5,1.5,2.0,0.4,0.2,0.7,0.5,1.2,3.2
Bismack Biyombo,C,27,CHO,53,29,19.4,2.8,5.2,0.0,0.0,2.8,5.2,1.7,2.8,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4
Nemanja Bjelica,PF,31,SAC,72,67,27.9,4.4,9.1,1.9,4.4,2.5,4.6,1.0,1.2,1.5,4.8,6.4,2.8,0.9,0.6,1.4,3.0,11.5
Eric Bledsoe,PG,30,MIL,61,61,27.0,5.5,11.5,1.2,3.5,4.3,8.0,2.8,3.5,0.7,3.9,4.6,5.4,0.9,0.4,2.4,2.1,14.9
Bogdan Bogdanović,SG,27,SAC,61,28,29.0,5.5,12.6,2.7,7.2,2.8,5.3,1.4,1.9,0.4,3.0,3.4,3.4,1.0,0.2,1.7,2.2,15.1
Bojan Bogdanović,SF,30,UTA,63,63,33.1,6.6,14.8,3.0,7.3,3.6,7.6,4.0,4.4,0.6,3.5,4.1,2.1,0.5,0.1,2.5,1.7,20.2
Bol Bol,PF,20,DEN,7,0,12.4,2.0,4.0,0.6,1.3,1.4,2.7,1.1,1.4,0.7,2.0,2.7,0.9,0.3,0.9,1.4,1.6,5.7
Jonah Bolden,C,24,TOT,7,0,6.7,0.6,1.6,0.0,0.6,0.6,1.0,0.3,0.6,0.4,0.9,1.3,0.0,0.4,0.3,0.3,1.4,1.4
Jonah Bolden,C,24,PHI,4,0,3.5,0.5,0.8,0.0,0.3,0.5,0.5,0.0,0.5,0.0,0.3,0.3,0.0,0.3,0.0,0.5,1.0,1.0
Jonah Bolden,C,24,PHO,3,0,11.0,0.7,2.7,0.0,1.0,0.7,1.7,0.7,0.7,1.0,1.7,2.7,0.0,0.7,0.7,0.0,2.0,2.0
Marques Bolden,C,21,CLE,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
Jordan Bone,PG,22,DET,10,0,5.3,0.5,2.0,0.2,1.0,0.3,1.0,0.0,0.0,0.0,0.4,0.4,0.8,0.1,0.0,0.2,0.6,1.2
Isaac Bonga,SF,20,WAS,66,49,18.9,1.8,3.5,0.4,1.1,1.4,2.5,1.0,1.3,1.1,2.3,3.4,1.2,0.7,0.3,0.9,2.4,5.0
Devin Booker,SG,23,PHO,70,70,35.9,9.0,18.3,2.0,5.7,6.9,12.6,6.7,7.3,0.4,3.8,4.2,6.5,0.7,0.3,3.8,3.0,26.6
Chris Boucher,C,27,TOR,62,0,13.2,2.3,4.8,0.6,1.9,1.7,2.9,1.5,1.9,1.7,2.7,4.5,0.4,0.4,1.0,0.5,1.8,6.6
Brian Bowen,SF,21,IND,6,1,5.2,0.5,1.7,0.0,0.3,0.5,1.3,0.0,0.0,0.2,1.0,1.2,0.0,0.0,0.2,0.2,0.5,1.0
Ky Bowman,PG,22,GSW,45,12,22.6,3.0,7.1,0.7,2.4,2.2,4.8,0.8,0.9,0.5,2.2,2.7,2.9,1.0,0.2,1.6,2.3,7.4
Avery Bradley,SG,29,LAL,49,44,24.2,3.5,7.8,1.3,3.5,2.2,4.3,0.4,0.5,0.4,2.0,2.3,1.3,0.9,0.1,1.0,2.2,8.6
Tony Bradley,C,22,UTA,58,3,11.4,2.2,3.3,0.1,0.1,2.1,3.2,0.5,0.8,1.9,2.7,4.6,0.4,0.2,0.6,0.5,2.0,4.9
Jarrell Brantley,PF,23,UTA,9,0,10.7,1.1,3.1,0.3,1.4,0.8,1.7,0.1,0.2,0.2,2.0,2.2,1.2,0.3,0.6,0.8,0.8,2.7
Ignas Brazdeikis,SF,21,NYK,9,0,5.9,0.7,2.4,0.1,1.0,0.6,1.4,0.4,0.6,0.2,0.3,0.6,0.4,0.0,0.1,0.2,0.3,1.9
Corey Brewer,PF,33,SAC,5,0,6.6,0.4,0.8,0.0,0.2,0.4,0.6,0.2,0.6,0.4,1.2,1.6,0.4,0.8,0.0,0.4,1.4,1.0
Mikal Bridges,SF,23,PHO,73,32,28.0,3.4,6.6,1.0,2.7,2.4,4.0,1.4,1.7,0.9,3.1,4.0,1.8,1.4,0.6,1.0,2.2,9.1
Miles Bridges,SF,21,CHO,65,64,30.7,4.9,11.6,1.5,4.6,3.4,7.0,1.6,2.0,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0,13.0
Oshae Brissett,SF,21,TOR,19,0,7.1,0.7,1.9,0.2,0.8,0.5,1.1,0.4,0.5,0.5,0.9,1.4,0.4,0.2,0.1,0.4,0.9,1.9
Ryan Broekhoff,SF,29,DAL,17,1,10.6,1.3,3.5,1.2,3.0,0.1,0.5,0.4,0.5,0.3,2.2,2.5,0.6,0.3,0.2,0.4,0.9,4.2
Malcolm Brogdon,PG,27,IND,54,54,30.9,6.0,13.8,1.4,4.3,4.6,9.5,3.1,3.4,0.9,4.0,4.9,7.1,0.6,0.2,2.4,1.8,16.5
Dillon Brooks,SG,24,MEM,73,73,28.9,6.0,14.6,2.0,5.6,3.9,9.0,2.2,2.8,0.9,2.4,3.3,2.1,0.9,0.4,1.7,3.8,16.2
Bruce Brown,PG,23,DET,58,43,28.2,3.4,7.7,0.6,1.7,2.8,6.1,1.5,2.1,1.1,3.7,4.7,4.0,1.1,0.5,1.7,2.8,8.9
Charlie Brown,SG,22,ATL,10,0,4.0,0.6,1.9,0.3,0.9,0.3,1.0,0.5,0.5,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2.0
Jaylen Brown,SG,23,BOS,57,57,33.9,7.5,15.6,2.3,5.9,5.2,9.6,3.1,4.3,1.1,5.3,6.4,2.1,1.1,0.4,2.2,2.9,20.3
Moses Brown,C,20,POR,9,0,3.7,0.4,1.1,0.0,0.0,0.4,1.1,0.3,0.9,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2
Sterling Brown,SF,24,MIL,52,1,14.8,1.8,4.9,0.8,2.6,1.0,2.3,0.6,0.8,0.6,2.9,3.5,1.0,0.6,0.1,0.8,1.0,5.1
Troy Brown Jr.,SF,20,WAS,69,22,25.8,4.0,9.0,0.9,2.6,3.1,6.4,1.6,2.0,1.1,4.4,5.6,2.6,1.2,0.1,1.1,1.9,10.4
Jalen Brunson,PG,23,DAL,57,16,17.9,3.2,6.8,0.8,2.1,2.4,4.7,1.1,1.3,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
Thomas Bryant,C,22,WAS,46,36,24.9,5.3,9.1,0.8,2.0,4.5,7.1,1.9,2.5,2.1,5.1,7.2,1.8,0.5,1.1,1.2,2.2,13.2
Reggie Bullock,SG,28,NYK,29,19,23.6,3.1,7.7,1.3,3.8,1.8,3.9,0.6,0.7,0.4,1.9,2.3,1.4,0.9,0.1,0.7,1.9,8.1
Trey Burke,PG,27,TOT,33,1,15.8,2.8,6.3,1.0,2.3,1.9,4.1,0.7,0.9,0.5,1.0,1.5,2.5,0.5,0.1,0.6,1.0,7.4
Trey Burke,PG,27,PHI,25,0,13.2,2.4,5.1,0.6,1.5,1.7,3.6,0.5,0.7,0.6,0.8,1.4,2.1,0.3,0.0,0.5,0.8,5.9
Trey Burke,PG,27,DAL,8,1,23.9,4.4,10.3,2.0,4.6,2.4,5.6,1.3,1.4,0.1,1.8,1.9,3.8,1.1,0.1,1.1,1.5,12.0
Alec Burks,SF,28,GSW,48,18,29.0,5.1,12.5,1.8,4.7,3.3,7.9,4.2,4.7,0.8,3.9,4.7,3.1,1.0,0.4,1.6,2.2,16.1
Alec Burks,SG,28,PHI,18,1,20.2,4.3,9.3,1.8,4.3,2.5,5.0,1.9,2.3,0.6,2.5,3.1,2.1,0.7,0.0,0.8,1.2,12.2
Deonte Burton,SF,26,OKC,39,0,9.1,1.1,3.2,0.3,1.4,0.8,1.8,0.2,0.4,0.2,1.3,1.5,0.4,0.2,0.3,0.5,0.9,2.7
Jimmy Butler,SF,30,MIA,58,58,33.8,5.9,13.1,0.5,2.1,5.4,11.0,7.6,9.1,1.8,4.8,6.7,6.0,1.8,0.6,2.2,1.4,19.9
Bruno Caboclo,C,24,TOT,30,0,8.1,1.3,3.0,0.2,1.1,1.1,1.9,0.3,0.3,0.8,1.2,2.0,0.4,0.5,0.6,0.4,1.0,3.0
Bruno Caboclo,C,24,MEM,22,0,8.7,1.3,3.1,0.2,1.1,1.1,2.0,0.1,0.1,0.8,1.2,2.0,0.5,0.5,0.5,0.3,1.0,2.8
Bruno Caboclo,C,24,HOU,8,0,6.5,1.3,2.5,0.3,1.0,1.0,1.5,0.8,0.8,0.8,1.3,2.0,0.3,0.6,0.6,0.8,1.0,3.5
Devontae Cacok,C,23,LAL,1,0,9.0,3.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0
Kentavious Caldwell-Pope,SG,26,LAL,69,26,25.5,3.4,7.3,1.3,3.5,2.1,3.9,1.1,1.5,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3
Vlatko Čančar,PF,22,DEN,14,0,3.2,0.4,1.1,0.1,0.4,0.4,0.6,0.3,0.3,0.4,0.4,0.7,0.2,0.1,0.1,0.2,0.5,1.2
Clint Capela,C,25,HOU,39,39,32.8,6.3,9.9,0.0,0.0,6.3,9.9,1.4,2.7,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9
DeMarre Carroll,SF,33,SAS,15,0,9.0,0.6,1.9,0.2,0.9,0.4,1.1,0.8,1.3,0.5,1.6,2.1,0.7,0.1,0.1,0.7,1.3,2.2
DeMarre Carroll,C,33,HOU,9,0,17.2,1.8,4.1,0.6,2.2,1.2,1.9,1.9,2.4,0.6,2.1,2.7,1.6,0.7,0.3,0.8,1.3,6.0
Jevon Carter,PG,24,PHO,58,2,16.3,1.7,4.2,1.1,2.5,0.7,1.7,0.4,0.5,0.5,1.5,2.0,1.4,0.8,0.3,0.6,1.5,4.9
Vince Carter,PF,43,ATL,60,0,14.6,1.8,5.1,1.0,3.4,0.8,1.7,0.4,0.5,0.3,1.8,2.1,0.8,0.4,0.4,0.6,1.5,5.0
Wendell Carter Jr.,C,20,CHI,43,43,29.2,4.3,8.0,0.1,0.7,4.1,7.3,2.6,3.5,3.2,6.2,9.4,1.2,0.8,0.8,1.7,3.8,11.3
Michael Carter-Williams,SG,28,ORL,45,0,18.5,2.5,5.8,0.5,1.7,2.0,4.1,1.8,2.1,1.0,2.2,3.3,2.4,1.1,0.5,1.2,1.9,7.2
Alex Caruso,PG,25,LAL,64,2,18.4,1.9,4.5,0.6,1.9,1.3,2.7,1.1,1.5,0.3,1.7,1.9,1.9,1.1,0.3,0.8,1.5,5.5
Willie Cauley-Stein,C,26,TOT,54,39,20.3,3.2,5.6,0.0,0.0,3.2,5.6,0.7,1.2,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2
Willie Cauley-Stein,C,26,GSW,41,37,22.9,3.5,6.3,0.0,0.0,3.5,6.3,0.9,1.4,1.7,4.5,6.2,1.5,1.1,1.2,0.9,2.5,7.9
Willie Cauley-Stein,C,26,DAL,13,2,12.1,2.4,3.5,0.0,0.1,2.4,3.4,0.4,0.7,1.0,3.6,4.6,0.8,0.3,0.8,0.4,1.5,5.2
Tyson Chandler,C,37,HOU,26,5,8.4,0.5,0.7,0.0,0.0,0.5,0.7,0.2,0.5,1.0,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3
Wilson Chandler,PF,32,BRK,35,3,21.0,2.1,5.2,1.1,3.5,1.1,1.8,0.6,0.7,0.3,3.8,4.1,1.1,0.5,0.3,1.0,2.3,5.9
Joe Chealey,PG,24,CHO,4,0,8.3,0.0,1.8,0.0,1.0,0.0,0.8,0.5,0.5,0.0,0.0,0.0,0.3,1.0,0.0,0.5,0.5,0.5
Zylan Cheatham,PF,24,NOP,4,0,12.8,1.5,2.3,0.0,0.3,1.5,2.0,0.0,0.0,0.8,1.5,2.3,0.8,0.3,0.3,1.0,2.5,3.0
Chris Chiozza,PG,24,TOT,28,2,14.3,2.0,5.0,1.0,2.6,1.0,2.4,0.2,0.2,0.3,1.6,1.9,3.0,0.8,0.1,1.1,1.3,5.1
Chris Chiozza,PG,24,WAS,10,0,12.3,1.0,3.4,0.7,1.6,0.3,1.8,0.0,0.0,0.0,1.5,1.5,2.8,1.0,0.2,0.9,1.2,2.7
Chris Chiozza,PG,24,BRK,18,2,15.4,2.5,5.9,1.1,3.1,1.4,2.8,0.3,0.3,0.5,1.6,2.1,3.1,0.6,0.1,1.3,1.4,6.4
Marquese Chriss,PF,22,GSW,59,21,20.3,3.6,6.5,0.1,0.7,3.4,5.9,2.0,2.6,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3
Gary Clark,PF,25,HOU,18,0,11.8,1.3,3.3,1.0,2.8,0.3,0.4,0.3,0.4,0.6,1.6,2.2,0.7,0.1,0.4,0.1,1.2,3.9
Gary Clark,SF,25,ORL,24,5,14.8,1.3,3.1,0.9,2.5,0.4,0.6,0.1,0.1,1.1,1.8,2.9,0.2,0.2,0.6,0.3,1.0,3.6
Brandon Clarke,PF,23,MEM,58,4,22.4,5.1,8.3,0.4,1.1,4.7,7.2,1.5,1.9,1.6,4.4,5.9,1.4,0.6,0.8,0.9,1.7,12.1
Jordan Clarkson,SG,27,TOT,71,2,24.0,5.5,12.2,2.1,5.8,3.4,6.4,1.9,2.3,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,15.2
Jordan Clarkson,SG,27,CLE,29,0,23.0,5.0,11.2,2.0,5.5,2.9,5.8,2.6,3.0,0.7,1.7,2.4,2.4,0.6,0.3,1.3,1.1,14.6
Jordan Clarkson,SG,27,UTA,42,2,24.7,6.0,12.9,2.2,6.0,3.7,6.8,1.5,1.9,0.7,2.1,2.8,1.6,0.7,0.2,1.4,1.8,15.6
Nicolas Claxton,C,20,BRK,15,0,12.5,1.8,3.2,0.1,0.5,1.7,2.7,0.7,1.4,1.3,1.7,2.9,1.1,0.1,0.5,0.6,0.9,4.4
Chris Clemons,SG,22,HOU,33,0,8.8,1.7,4.3,1.1,3.2,0.6,1.1,0.3,0.3,0.1,0.8,0.9,0.8,0.3,0.2,0.6,0.8,4.9
Antonius Cleveland,SG,25,DAL,11,0,4.2,0.4,1.3,0.0,0.3,0.4,1.0,0.3,0.5,0.2,0.5,0.6,0.1,0.1,0.3,0.2,0.7,1.0
Amir Coffey,SG,22,LAC,18,1,8.8,1.3,3.0,0.3,1.1,0.9,1.9,0.3,0.6,0.2,0.7,0.9,0.8,0.3,0.1,0.4,1.1,3.2
John Collins,PF,22,ATL,41,41,33.2,8.6,14.8,1.4,3.6,7.2,11.2,2.9,3.7,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,21.6
Zach Collins,PF,22,POR,11,11,26.4,2.9,6.2,0.6,1.7,2.3,4.5,0.5,0.7,2.3,4.0,6.3,1.5,0.5,0.5,1.3,3.3,7.0
Mike Conley,PG,32,UTA,47,41,29.0,4.9,12.1,2.0,5.4,2.9,6.6,2.4,3.0,0.7,2.5,3.2,4.4,0.8,0.1,2.0,2.2,14.4
Pat Connaughton,SG,27,MIL,67,4,18.6,2.0,4.5,0.8,2.5,1.2,2.0,0.5,0.6,0.9,3.3,4.2,1.6,0.4,0.5,0.8,1.0,5.4
Quinn Cook,PG,26,LAL,44,1,11.5,2.1,4.9,0.7,1.9,1.4,2.9,0.3,0.3,0.3,0.9,1.2,1.1,0.3,0.0,0.8,0.6,5.1
Tyler Cook,PF,22,CLE,11,0,3.2,0.6,0.9,0.0,0.0,0.6,0.9,0.5,0.5,0.4,0.5,0.9,0.1,0.1,0.0,0.1,0.4,1.7
Tyler Cook,SF,22,DEN,2,0,9.5,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.5,2.0
Robert Covington,PF,29,MIN,48,47,29.4,4.5,10.3,2.3,6.5,2.3,3.8,1.6,2.0,0.8,5.2,6.0,1.2,1.7,0.9,1.5,3.1,12.8
Robert Covington,C,29,HOU,22,21,33.0,4.0,10.3,2.4,7.6,1.6,2.7,1.1,1.4,1.2,6.8,8.0,1.5,1.6,2.2,1.4,3.3,11.6
Allen Crabbe,SG,27,ATL,28,1,18.6,1.9,5.1,1.1,3.3,0.8,1.8,0.3,0.4,0.4,2.0,2.3,1.0,0.5,0.1,0.4,1.3,5.1
Allen Crabbe,SF,27,MIN,9,0,14.6,1.2,3.8,0.7,2.9,0.6,0.9,0.1,0.2,0.1,1.2,1.3,0.6,0.0,0.0,0.6,1.2,3.2
Torrey Craig,SF,29,DEN,58,27,18.5,2.1,4.6,0.8,2.4,1.4,2.3,0.4,0.6,1.1,2.2,3.3,0.8,0.4,0.6,0.4,2.3,5.4
Jamal Crawford,SG,39,BRK,1,0,6.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0
Jae Crowder,SF,29,MEM,45,45,29.4,3.3,8.9,1.7,5.9,1.5,3.0,1.7,2.1,0.9,5.3,6.2,2.8,1.0,0.3,1.2,1.9,9.9
Jae Crowder,PF,29,MIA,20,8,27.7,4.0,8.2,2.9,6.4,1.1,1.8,1.1,1.5,0.6,4.8,5.4,1.8,1.3,0.5,0.8,2.9,11.9
Jarrett Culver,SG,20,MIN,63,35,23.9,3.7,9.0,1.0,3.5,2.6,5.5,0.9,1.9,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2.0,9.2
